	cluster
LMPP-1-cycling__P14__Relapse	U2
LMPP-1__P14__Relapse	U2
Erythroblast-2__P14__Relapse	U2
Erythroblast-1__P14__Relapse	U2
CD4 TCM__P14__Relapse	U2
pre-DC-2__P14__Diagnosis	U2
pDC__P14__Diagnosis	U2
cDC2-1__P14__Diagnosis	U2
cDC1__P14__Diagnosis	U2
MDP-1__P14__Relapse	U2
T CD4 Naive-2__P14__Diagnosis	U2
CD4 TCM__P15__Diagnosis	U2
MEP-2__P15__Diagnosis	U2
MPP-2__P16__Diagnosis	U2
MDP-2__P16__Diagnosis	U2
MAIT__P16__Diagnosis	U2
LMPP-2__P16__Diagnosis	U2
LMPP-1-cycling__P16__Diagnosis	U2
LMPP-1__P16__Diagnosis	U2
Erythroblast-2__P16__Diagnosis	U2
CD8 TEM__P16__Diagnosis	U2
CD4 TCM__P16__Diagnosis	U2
pDC__P15__Relapse	U2
LMPP-1-cycling__P15__Diagnosis	U2
T CD4 Naive-2__P15__Relapse	U2
MAIT__P15__Relapse	U2
CD8 TEM__P15__Relapse	U2
CD4 TCM__P15__Relapse	U2
T CD4 Naive-2__P15__Diagnosis	U2
T CD4 Naive-1__P15__Diagnosis	U2
NK-Mature__P15__Diagnosis	U2
Multilin-2__P15__Diagnosis	U2
MPP-MEP__P15__Diagnosis	U2
MPP-2__P15__Diagnosis	U2
MPP-1__P15__Diagnosis	U2
NK-Mature__P15__Relapse	U2
CD4 TCM__P09__Diagnosis	U2
T CD4 Naive-1__P14__Diagnosis	U2
NK-Mature__P14__Diagnosis	U2
T CD8 Naive__P13__Diagnosis	U2
T CD4 Naive-2__P13__Diagnosis	U2
T CD4 Naive-1__P13__Diagnosis	U2
T CD4 Activated__P13__Diagnosis	U2
NK-Mature__P13__Diagnosis	U2
Multilin-2__P13__Diagnosis	U2
MPP-1__P13__Diagnosis	U2
MEP-2__P13__Diagnosis	U2
MDP-1__P13__Diagnosis	U2
MAIT__P13__Diagnosis	U2
CD4 TCM__P13__Relapse	U2
LMPP-2__P13__Diagnosis	U2
ERP-1__P13__Diagnosis	U2
CD4 TCM__P13__Diagnosis	U2
B Memory-2__P13__Diagnosis	U2
preNeu__P12__Relapse	U2
Non-Classical Mono-1__P12__Relapse	U2
NK-Mature__P12__Relapse	U2
Multilin-1__P12__Relapse	U2
MultiLin-GMP-3__P12__Relapse	U2
MultiLin-GMP-2__P12__Relapse	U2
MultiLin-GMP-1__P12__Relapse	U2
LMPP-1-cycling__P13__Diagnosis	U2
Pro-B-cycling-1__P14__Diagnosis	U2
CD8 TEM__P13__Relapse	U2
LMPP-1-cycling__P13__Relapse	U2
Myeloid intermediate 2__P14__Diagnosis	U2
Multilin-2__P14__Diagnosis	U2
Multilin-1__P14__Diagnosis	U2
MultiLin-GMP-2__P14__Diagnosis	U2
MultiLin-GMP-1__P14__Diagnosis	U2
MPP-MEP__P14__Diagnosis	U2
MPP-2__P14__Diagnosis	U2
MDP-3__P14__Diagnosis	U2
MDP-2__P14__Diagnosis	U2
MDP-1__P14__Diagnosis	U2
LMPP-1__P13__Relapse	U2
LMPP-2__P14__Diagnosis	U2
LMPP-1__P14__Diagnosis	U2
CD8 TEM__P14__Diagnosis	U2
CD4 TCM__P14__Diagnosis	U2
pDC__P13__Relapse	U2
T CD4 Naive-2__P13__Relapse	U2
MultiLin-GMP-2__P01__Diagnosis	U2
Multilin-2__P13__Relapse	U2
MPP-2__P13__Relapse	U2
MDP-1__P13__Relapse	U2
MAIT__P13__Relapse	U2
LMPP-1-cycling__P14__Diagnosis	U2
MultiLin-GMP-1__P01__Diagnosis	U2
Erythroblast-2__P22__Relapse	U2
MEP-2__P01__Diagnosis	U2
MAIT__AML-17-CR1	U2
NK-Mature__AML-17-CR1	U2
LMPP-1__1702-Et922-66F	U2
T CD4 Activated__AML-17-CR1	U2
B Memory-1__AML-17-CR2	U2
BMCP-1__1702-Et922-66F	U2
preNeu__143_AfST8_P64M	U2
immNeu-2__143_AfST8_P64M	U2
NK-Mature__AML-17-CR2	U2
immNeu-1__143_AfST8_P64M	U2
cMOP__143_AfST8_P64M	U2
LMPP-1__AML-17-CR1	U2
Myeloid intermediate 2__P24__Diagnosis	U2
Myeloid intermediate 1__P24__Diagnosis	U2
Myeloid intermediate 1__143_AfST8_P64M	U2
MultiLin-GMP-1__143_AfST8_P64M	U2
MEP-Eryth-2__143_AfST8_P64M	U2
MEP-2__143_AfST8_P64M	U2
MEP-1__143_AfST8_P64M	U2
LMPP-2__143_AfST8_P64M	U2
LMPP-1-cycling__143_AfST8_P64M	U2
Classical-Mono__143_AfST8_P64M	U2
BMCP-1__143_AfST8_P64M	U2
immNeu-2__1239_EST8_44M_N1c	U2
Myeloid intermediate 3__143_AfST8_P64M	U2
Myeloid intermediate 1__1239_EST8_44M_N1c	U2
LMPP-1-cycling__1702-Et922-66F	U2
CD4 TCM__AML-17-CR1	U2
Myeloid intermediate 1__1782_Aft36_P71F	U2
MAIT__P26__Diagnosis	U2
cMOP__P24__Diagnosis	U2
Mono-1__171_Af_N1c	U2
T CD8 Naive__P24__Diagnosis	U2
immNeu-1__1702-Et922-66F	U2
Myeloid intermediate 1__1702-Et922-66F	U2
Multilin-1__1702-Et922-66F	U2
MultiLin-GMP-3__1702-Et922-66F	U2
MultiLin-GMP-2__1702-Et922-66F	U2
B Memory-1__AML-16-Dx	U2
MEP-1__1702-Et922-66F	U2
BMCP-1__AML-16-Dx	U2
MKP-early__1702-Et922-66F	U2
MAIT__AML-16-Dx	U2
MEP-1__AML-16-Dx	U2
MEP-2__AML-16-Dx	U2
MEP-Eryth-2__1702-Et922-66F	U2
MEP-2__1702-Et922-66F	U2
T CD4 Naive-2__P24__Diagnosis	U2
NK-Mature__P24__Diagnosis	U2
Myeloid intermediate 3__P24__Diagnosis	U2
B Memory-1__AML-17-CR1	U2
B Memory-2__AML-17-CR1	U2
MPP-2__1702-Et922-66F	U2
ERP-2__1827_Af_N1c	U2
Multilin-2__1239_EST8_44M_N1c	U2
MultiLin-GMP-2__1239_EST8_44M_N1c	U2
MultiLin-GMP-2__AML-20-Dx	U2
MultiLin-GMP-3__AML-20-Dx	U2
Multilin-1__AML-20-Dx	U2
Multilin-2__AML-20-Dx	U2
NK-Mature__AML-20-Dx	U2
Plasma Cell__AML-20-Dx	U2
Pro-B-Early__AML-20-Dx	U2
Pro-B-Early-cycling__AML-20-Dx	U2
cDC2-2__AML-20-Dx	U2
pDC__AML-20-Dx	U2
B Memory-1__AML-20-R1	U2
MultiLin-GMP-1__AML-20-Dx	U2
B Memory-2__AML-20-R1	U2
CLP__AML-20-R1	U2
Erythroblast-3__AML-20-R1	U2
LMPP-1__AML-20-R1	U2
LMPP-2__AML-20-R1	U2
MDP-1__AML-20-R1	U2
MDP-2__AML-20-R1	U2
MultiLin-GMP-1__AML-20-R1	U2
Multilin-2__AML-20-R1	U2
NK-Mature__AML-20-R1	U2
pDC__AML-20-R1	U2
Multilin-1__P24__Diagnosis	U2
CD4 TCM__AML-20-R1	U2
MultiLin-GMP-3__1239_EST8_44M_N1c	U2
MPP-MEP__AML-20-Dx	U2
MEP-2__AML-20-Dx	U2
MKP-early__1239_EST8_44M_N1c	U2
ASDC__AML-20-CR	U2
CD8 TEM__AML-20-CR	U2
ERP-2__AML-20-CR	U2
HSC-2__AML-20-CR	U2
MEP-2__AML-20-CR	U2
MPP-1__AML-20-CR	U2
MPP-2__AML-20-CR	U2
MultiLin-GMP-1__AML-20-CR	U2
NK-Mature__AML-20-CR	U2
pDC__AML-20-CR	U2
MEP-Eryth-2__AML-20-Dx	U2
CD4 TCM__AML-20-Dx	U2
ERP-2__AML-20-Dx	U2
Erythroblast-2__AML-20-Dx	U2
HSC-1__AML-20-Dx	U2
HSC-2__AML-20-Dx	U2
LMPP-1__AML-20-Dx	U2
LMPP-2__AML-20-Dx	U2
MDP-1__AML-20-Dx	U2
MDP-2__AML-20-Dx	U2
MDP-3__AML-20-Dx	U2
MDP-5__AML-20-Dx	U2
MDP-6__AML-20-Dx	U2
CLP__AML-20-Dx	U2
Multilin-1__AML-11	U2
MultiLin-GMP-1__AML-11	U2
MEP-1__AML-11	U2
Plasma Cell__4440_AfInv16_P24M	U2
MultiLin-GMP-3__4440_AfInv16_P24M	U2
MEP-2__4440_AfInv16_P24M	U2
LMPP-1__4440_AfInv16_P24M	U2
BMCP-1__4440_AfInv16_P24M	U2
T CD4 Naive-2__P25__Diagnosis	U2
B Memory-2__P25__Relapse	U2
BMCP-1__P25__Relapse	U2
CD4 TCM__P25__Relapse	U2
MultiLin-GMP-2__376_Af_N1c	U2
pDC__3410_AfST8_P64M	U2
pDC__4440_AfInv16_P24M	U2
preNeu__P24__Relapse	U2
CD8 TEM__P25__Relapse	U2
Erythroblast-1__P25__Relapse	U2
MultiLin-GMP-2__301_AfInv16_29M	U2
immNeu-1__P24__Relapse	U2
cMOP__P24__Relapse	U2
LMPP-1__301_AfInv16_29M	U2
NK-Mature__P24__Relapse	U2
Erythroblast-2__P25__Relapse	U2
MK-Platelet__2853_Aft36_P71F	U2
MEP-Eryth-2__2853_Aft36_P71F	U2
MEP-Eryth-1__2853_Aft36_P71F	U2
Intermediate Mono-3__3410_AfST8_P64M	U2
LMPP-1__P25__Relapse	U2
T CD4 Naive-1__P25__Diagnosis	U2
Multilin-2__P25__Diagnosis	U2
LMPP-1__P25__Diagnosis	U2
LMPP-1-cycling__P25__Diagnosis	U2
MDP-1__P25__Diagnosis	U2
pre-DC-2__508084__Diagnosis	U2
cMOP__508084__Diagnosis	U2
Myeloid intermediate 3__508084__Diagnosis	U2
T CD4 Naive-1__550_EInv16_38M	U2
T CD8 Naive__550_EInv16_38M	U2
Myeloid intermediate 1__508084__Diagnosis	U2
Mono-2__508084__Diagnosis	U2
Mono-1__508084__Diagnosis	U2
NK-Mature__P25__Diagnosis	U2
Intermediate Mono-3__508084__Diagnosis	U2
Intermediate Mono-2__508084__Diagnosis	U2
Intermediate Mono-1__508084__Diagnosis	U2
Classical-Mono__508084__Diagnosis	U2
BMCP-1__508084__Diagnosis	U2
MPP-2__4924_AfInv16_P49M	U2
MEP-Eryth-2__4924_AfInv16_P49M	U2
LMPP-1__4924_AfInv16_P49M	U2
BMCP-1__4924_AfInv16_P49M	U2
MDP-2__P25__Diagnosis	U2
MEP-2__P25__Diagnosis	U2
MEP-Eryth-2__P25__Diagnosis	U2
B Memory-2__P25__Diagnosis	U2
LMPP-1-cycling__P25__Relapse	U2
MultiLin-GMP-3__2270_Aft36_P71F	U2
MPP-2__2270_Aft36_P71F	U2
Multilin-1__P25__Relapse	U2
Myeloid intermediate 2__P25__Relapse	U2
Myeloid intermediate 3__P25__Relapse	U2
NK-Mature__P25__Relapse	U2
T CD4 Naive-1__P25__Relapse	U2
preNeu__1893_Af_N1c	U2
MEP-Eryth-2__1893_Af_N1c	U2
T CD4 Naive-2__P25__Relapse	U2
LMPP-1-cycling__P24__Relapse	U2
CD4 TCM__P26__Diagnosis	U2
CD8 TEM__P26__Diagnosis	U2
MultiLin-GMP-2__P25__Relapse	U2
CD8 TEM__P24__Relapse	U2
LMPP-1__P26__Diagnosis	U2
LMPP-1-cycling__P26__Diagnosis	U2
MEP-Eryth-1__1827_Af_N1c	U2
Erythroblast-1__1827_Af_N1c	U2
preNeu__P24__Diagnosis	U2
pre-DC-2__P24__Diagnosis	U2
ERP-8__1827_Af_N1c	U2
ERP-6__1827_Af_N1c	U2
ERP-4__1827_Af_N1c	U2
LMPP-1__AML-11	U2
LMPP-1-cycling__AML-11	U2
CD4 TCM__P24__Relapse	U2
MultiLin-GMP-1__P25__Relapse	U2
MPP-MEP__P25__Relapse	U2
MPP-2__P25__Relapse	U2
MKP-late__2270_Aft36_P71F	U2
Myeloid intermediate 3__P24__Relapse	U2
Myeloid intermediate 2__P24__Relapse	U2
Myeloid intermediate 1__P24__Relapse	U2
Multilin-1__P24__Relapse	U2
MultiLin-GMP-3__P24__Relapse	U2
MKP-early__2270_Aft36_P71F	U2
MultiLin-GMP-2__P24__Relapse	U2
MultiLin-GMP-1__P24__Relapse	U2
MK-Platelet__2270_Aft36_P71F	U2
MEP-Eryth-2__2270_Aft36_P71F	U2
Mono-1__P24__Relapse	U2
MPP-MEP__P24__Relapse	U2
MEP-2__2270_Aft36_P71F	U2
MEP-Eryth-2__P24__Relapse	U2
MEP-1__P24__Relapse	U2
MEP-1__2270_Aft36_P71F	U2
MDP-2__P24__Relapse	U2
LMPP-1__2270_Aft36_P71F	U2
HSC-2__2270_Aft36_P71F	U2
ERP-4__2270_Aft36_P71F	U2
ERP-2__2270_Aft36_P71F	U2
ERP-1__2270_Aft36_P71F	U2
MEP-2__P25__Relapse	U2
MPP-1__P25__Relapse	U2
MultiLin-GMP-3__P24__Diagnosis	U2
CD4 TCM__P25__Diagnosis	U2
MEP-2__1239_EST8_44M_N1c	U2
BMCP-1__1239_EST8_44M_N1c	U2
LMPP-1-cycling__P23__Diagnosis	U2
LMPP-1__P23__Diagnosis	U2
Intermediate Mono-3__P23__Diagnosis	U2
CD8 TEM__P23__Diagnosis	U2
CD4 TCM__P23__Diagnosis	U2
BMCP-1__PT06__Diagnosis	U2
Myeloid intermediate 1__PT06__Diagnosis	U2
BMCP-1__PT18__D14	U2
CD4 TCM__Pt-12_Rl	U2
MAIT__Pt-12_Rl	U2
BMCP-1__AML5	U2
NK-Mature__Pt-12_Rl	U2
T CD4 Naive-1__Pt-12_Rl	U2
B Memory-2__P23__Diagnosis	U2
MDP-1__AML5	U2
MDP-2__AML5	U2
Mono-1__AML5	U2
MultiLin-GMP-1__AML5	U2
Myeloid intermediate 1__AML5	U2
MEP-Eryth-2__hashtag3-SRR16208959	U2
ERP-1__hashtag3-SRR16208965	U2
Myeloid intermediate 3__AML5	U2
cMOP__AML5	U2
LMPP-2__P23__Diagnosis	U2
MDP-1__P23__Diagnosis	U2
MDP-2__P23__Diagnosis	U2
MEP-1__P23__Diagnosis	U2
MultiLin-GMP-3__AML3133	U2
MultiLin-GMP-2__P23__Diagnosis	U2
MAIT__P26__Relapse	U2
MDP-2__P26__Relapse	U2
MEP-2__P26__Relapse	U2
MPP-1__P26__Relapse	U2
MPP-2__P26__Relapse	U2
MPP-MEP__P26__Relapse	U2
Multilin-2__P26__Relapse	U2
MultiLin-GMP-1__P23__Diagnosis	U2
MPP-MEP__P23__Diagnosis	U2
BMCP-1__AML6	U2
MEP-2__AML3762	U2
MPP-2__P23__Diagnosis	U2
B Memory-2__AML3948	U2
HSC-2__AML3948	U2
MPP-1__AML3948	U2
NK-Mature__P26__Relapse	U2
cDC2-2__P26__Relapse	U2
BMCP-1__PAWWEE	U2
MPP-1__P23__Diagnosis	U2
MEP-Eryth-2__P23__Diagnosis	U2
LMPP-1__AML4340	U2
MEP-2__P23__Diagnosis	U2
MEP-Eryth-1__AML3762	U2
B Memory-1__P23__Diagnosis	U2
preNeu__P22__Relapse	U2
MultiLin-GMP-1__hashtag3-SRR16208965	U2
MPP-MEP__P22__Relapse	U2
MEP-Eryth-2__P22__Relapse	U2
MEP-2__P22__Relapse	U2
MEP-1__P22__Relapse	U2
MDP-2__P22__Relapse	U2
MAIT__P22__Relapse	U2
LMPP-1-cycling__P22__Relapse	U2
B Memory-2__HTO6-SRR16208954	U2
T CD4 Naive-1__HTO6-SRR16208954	U2
Non-Classical Mono-1__1036_EInv16_22M	U2
LMPP-1__hashtag5-SRR16208965	U2
MultiLin-GMP-1__P22__Relapse	U2
HSC-2__0316_E_N1c	U2
BMCP-1__P01__Diagnosis	U2
CD4 TCM__P01__Diagnosis	U2
CD8 TEM__P01__Diagnosis	U2
CLP__P01__Diagnosis	U2
ERP-6__P01__Diagnosis	U2
Erythroblast-1__P01__Diagnosis	U2
Erythroblast-2__P01__Diagnosis	U2
LMPP-1__P01__Diagnosis	U2
LMPP-1-cycling__P01__Diagnosis	U2
MAIT__P01__Diagnosis	U2
MDP-2__P01__Diagnosis	U2
pre-DC-3__NA-SRR16208932	U2
LMPP-1__AML3133	U2
MultiLin-GMP-2__P22__Relapse	U2
Multilin-1__P22__Relapse	U2
cMOP__AML6	U2
pre-DC-2__AML6	U2
preNeu__hashtag3-SRR16208965	U2
cDC1__P22__Relapse	U2
T CD8 Naive__P22__Relapse	U2
T CD4 Naive-2__P22__Relapse	U2
MultiLin-GMP-1__hashtag3-SRR16208966	U2
T CD4 Naive-1__P22__Relapse	U2
preNeu__hashtag3-SRR16208966	U2
MPP-MEP__hashtag3-SRR16208967	U2
MultiLin-GMP-1__hashtag3-SRR16208967	U2
MultiLin-GMP-3__P22__Relapse	U2
Myeloid intermediate 1__hashtag3-SRR16208967	U2
preNeu__hashtag3-SRR16208967	U2
Plasma Cell__1076_AfInv16_51M	U2
NK-Mature__P22__Relapse	U2
Myeloid intermediate 3__P22__Relapse	U2
MEP-Eryth-2__1076_AfInv16_51M	U2
LMPP-2__ETP9153	U2
MultiLin-GMP-1__ETP9153	U2
T CD8 Naive__1060_EInv16_19M	U2
ERP-6__HTO2-SRR16208956	U2
ERP-7__HTO2-SRR16208956	U2
Myeloid intermediate 2__P22__Relapse	U2
T CD4 Activated__P22__Relapse	U2
LMPP-1__1239_EST8_44M_N1c	U2
MultiLin-GMP-3__P23__Diagnosis	U2
Multilin-1__P23__Diagnosis	U2
MultiLin-GMP-1__P24__Diagnosis	U2
MDP-2__AML0048	U2
MKP-early__AML0048	U2
MultiLin-GMP-2__AML0048	U2
MultiLin-GMP-3__AML0048	U2
Multilin-2__AML0048	U2
NK-Mature__P26__Diagnosis	U2
T CD4 Naive-1__P26__Diagnosis	U2
Mono-1__P24__Diagnosis	U2
T CD4 Naive-2__P26__Diagnosis	U2
T CD8 Naive__P26__Diagnosis	U2
B Memory-1__P26__Relapse	U2
B Memory-2__P26__Relapse	U2
MPP-MEP__P24__Diagnosis	U2
MEP-Eryth-2__P24__Diagnosis	U2
MEP-2__P24__Diagnosis	U2
MEP-1__P24__Diagnosis	U2
MDP-2__P24__Diagnosis	U2
CD4 TCM__P26__Relapse	U2
LMPP-1-cycling__P24__Diagnosis	U2
CD4 TCM__P24__Diagnosis	U2
CD8 TEM__P26__Relapse	U2
MPP-1__AML3050	U2
ERP-3__AML0048	U2
ASDC__AML0048	U2
MultiLin-GMP-1__P26__Diagnosis	U2
MPP-MEP__P26__Diagnosis	U2
MultiLin-GMP-2__P24__Diagnosis	U2
immNeu-2__1147_EInv16_44M	U2
T CD4 Naive-1__1147_EInv16_44M	U2
T CD4 Activated__1147_EInv16_44M	U2
B Memory-1__AML-21-Dx	U2
B Memory-2__AML-21-Dx	U2
CD4 TCM__AML-21-Dx	U2
MultiLin-GMP-3__1147_EInv16_44M	U2
MEP-2__1147_EInv16_44M	U2
MEP-1__1147_EInv16_44M	U2
LMPP-1__1147_EInv16_44M	U2
pDC__P23__Relapse	U2
CD8 TEM__1147_EInv16_44M	U2
NK-Mature__AML-21-Dx	U2
BMCP-1__1147_EInv16_44M	U2
B Memory-1__1147_EInv16_44M	U2
Erythroblast-1__P22__Relapse	U2
B Memory-1__AML0024	U2
B Memory-2__AML0024	U2
ERP-6__AML0024	U2
T CD4 Naive-2__1102_E_N1c	U2
ERP-8__AML0024	U2
MPP-2__P26__Diagnosis	U2
LMPP-1-cycling__1102_E_N1c	U2
CD4 TCM__1147_EInv16_44M	U2
NK-Mature__P23__Relapse	U2
BMCP-1__P24__Diagnosis	U2
Multilin-1__P23__Relapse	U2
Myeloid intermediate 1__AML12	U2
Myeloid intermediate 2__AML12	U2
Myeloid intermediate 3__AML12	U2
LMPP-1-cycling__P26__Relapse	U2
HSC-2__P23__Relapse	U2
HSC-1__P23__Relapse	U2
BMCP-1__P23__Relapse	U2
pDC__P23__Diagnosis	U2
ERP-1__AML2123	U2
HSC-2__AML2123	U2
MEP-1__AML2123	U2
MEP-Eryth-1__AML2123	U2
MPP-1__AML2123	U2
MultiLin-GMP-1__AML2123	U2
Myeloid intermediate 1__AML2123	U2
Myeloid intermediate 3__AML2123	U2
Osteoblast__AML2123	U2
preNeu__AML2123	U2
T CD4 Naive-2__P23__Diagnosis	U2
T CD4 Naive-1__P23__Diagnosis	U2
NK-Mature__P23__Diagnosis	U2
Multilin-2__P23__Diagnosis	U2
BMCP-1__AML2	U2
MDP-1__AML12	U2
Multilin-2__P23__Relapse	U2
BMCP-1__P25__Diagnosis	U2
Erythroblast-2__AML0612	U2
MEP-1__AML0612	U2
MEP-2__AML0612	U2
MultiLin-GMP-1__AML0612	U2
Multilin-2__AML0612	U2
MultiLin-GMP-1__P23__Relapse	U2
MPP-MEP__P23__Relapse	U2
LMPP-1__P23__Relapse	U2
MPP-2__P23__Relapse	U2
MPP-1__P23__Relapse	U2
MKP-early__P23__Relapse	U2
MultiLin-GMP-2__P23__Relapse	U2
MEP-Eryth-2__P23__Relapse	U2
MEP-2__P23__Relapse	U2
ERP-3__AML052	U2
LMPP-1__P26__Relapse	U2
MEP-1__P23__Relapse	U2
MDP-2__P23__Relapse	U2
MDP-1__P23__Relapse	U2
LMPP-2__P23__Relapse	U2
MultiLin-GMP-3__P23__Relapse	U2
LMPP-1-cycling__P23__Relapse	U2
LMPP-1__AML0612	U2
cMOP__P19__Diagnosis	U21
Myeloid intermediate 1__P19__Relapse	U21
immNeu-1__P19__Diagnosis	U21
immNeu-1__P20__Diagnosis	U21
Myeloid intermediate 3__P19__Relapse	U21
Myeloid intermediate 1__P19__Diagnosis	U21
immNeu-1__P20__Relapse	U21
Myeloid intermediate 3__P19__Diagnosis	U21
preNeu__P11__Diagnosis	U21
LMPP-1-cycling__P10__Relapse	U21
LMPP-2__P24__Relapse	U21
Classical-Mono__P11__Diagnosis	U21
preNeu__P11__Relapse	U21
Intermediate Mono-1__P11__Diagnosis	U21
immNeu-1__P11__Relapse	U21
cMOP__P11__Relapse	U21
Intermediate Mono-3__P11__Diagnosis	U21
Mono-1__P11__Diagnosis	U21
Mono-2__P11__Diagnosis	U21
Myeloid intermediate 3__P11__Relapse	U21
Myeloid intermediate 2__P11__Relapse	U21
Myeloid intermediate 1__P11__Relapse	U21
MultiLin-GMP-3__P11__Relapse	U21
MultiLin-GMP-1__P11__Relapse	U21
Mono-2__P11__Relapse	U21
Mono-1__P11__Relapse	U21
immNeu-2__P22__Relapse	U21
Erythroblast-2__P11__Relapse	U21
Erythroblast-1__P11__Relapse	U21
immNeu-2__P11__Diagnosis	U21
immNeu-1__P11__Diagnosis	U21
cMOP__P11__Diagnosis	U21
Non-Classical Mono-1__P11__Diagnosis	U21
Myeloid intermediate 3__P11__Diagnosis	U21
Myeloid intermediate 1__P11__Diagnosis	U21
MultiLin-GMP-1__P11__Diagnosis	U21
MDP-2__P10__Relapse	U21
pre-DC-2__P10__Relapse	U21
pDC__P10__Relapse	U21
immNeu-2__P11__Relapse	U21
Intermediate Mono-3__P10__Diagnosis	U21
MultiLin-GMP-1__P10__Relapse	U21
MultiLin-GMP-2__P10__Relapse	U21
LMPP-2__P24__Diagnosis	U21
MPP-MEP__P10__Relapse	U21
Multilin-1__P10__Relapse	U21
Multilin-2__P10__Relapse	U21
Classical-Mono__P10__Diagnosis	U21
Myeloid intermediate 1__P10__Relapse	U21
immNeu-1__P10__Diagnosis	U21
cMOP__P10__Diagnosis	U21
Myeloid intermediate 3__P10__Diagnosis	U21
Myeloid intermediate 2__P10__Relapse	U21
Mono-2__P10__Relapse	U21
Myeloid intermediate 1__P10__Diagnosis	U21
Myeloid intermediate 3__P10__Relapse	U21
cDC1__P10__Relapse	U21
Mono-2__P10__Diagnosis	U21
Mono-1__P10__Diagnosis	U21
Mono-2__P12__Relapse	U21
MDP-1__P10__Diagnosis	U21
preNeu__P10__Diagnosis	U21
cMOP__P10__Relapse	U21
immNeu-1__P24__Diagnosis	U21
Mono-1__P10__Relapse	U21
Mono-2__AML-16-Dx	U23
Intermediate Mono-1__AML-17-CR1	U23
Mono-1__AML-16-Dx	U23
Intermediate Mono-2__AML-17-CR1	U23
Non-Classical Mono-2__AML-17-CR1	U23
Intermediate Mono-1__AML-17-CR2	U23
pre-DC-3__220882__Relapse	U23
Intermediate Mono-3__Pt-12_Rl	U23
Classical-Mono__AML-16-Dx	U23
cDC1__220882__Relapse	U23
Myeloid intermediate 3__869586__Diagnosis	U23
MultiLin-GMP-1__P06__Diagnosis	U23
MDP-1__869922__Diagnosis	U23
Intermediate Mono-3__10DD-1010__Relapse	U23
immNeu-2__171_Af_N1c	U23
Non-Classical Mono-2__916462__Diagnosis	U23
Classical-Mono__PAXMIJ-EoT	U23
Intermediate Mono-3__AML-16-Dx	U23
Non-Classical Mono-1__10DD-1010__Diagnosis	U23
Myeloid intermediate 3__hashtag6-SRR16208965	U23
Classical-Mono__10DD-1010__Diagnosis	U23
pre-DC-3__AML-19-Dx2	U23
cDC1__AML-19-R1	U23
Intermediate Mono-1__10DD-1010__Diagnosis	U23
HSC-2__AML-19-R2	U23
Intermediate Mono-3__AML-19-R2	U23
MEP-Eryth-2__AML-19-R2	U23
Myeloid intermediate 1__AML-19-R2	U23
Myeloid intermediate 3__AML-19-R2	U23
Mono-1__AML-21-CR	U23
Mono-2__AML-21-CR	U23
MultiLin-GMP-1__AML-21-CR	U23
preNeu__AML-21-CR	U23
Classical-Mono__AML-21-Dx	U23
Intermediate Mono-1__AML-21-Dx	U23
Intermediate Mono-2__AML-21-Dx	U23
MEP-2__10DD-1086__Treatment	U23
Intermediate Mono-3__AML-21-Dx	U23
Mono-1__AML-21-Dx	U23
Mono-2__AML-21-Dx	U23
cDC2-1__AML-21-Dx	U23
cDC2-2__AML-21-Dx	U23
MEP-Eryth-1__10DD-1086__Treatment	U23
MEP-Eryth-2__10DD-1086__Treatment	U23
MEP-2__AML-19-Dx2	U23
Non-Classical Mono-2__AML-17-R2	U23
Pro-B-Early__10DD-1009__Diagnosis	U23
BMCP-1__10DD-1086__Treatment	U23
immNeu-2__2853_Aft36_P71F	U23
Pro-B-Early-cycling__10DD-1009__Diagnosis	U23
Intermediate Mono-3__AML-17-CR2	U23
MDP-1__AML-17-R2	U23
cDC2-2__P21__Diagnosis	U23
cDC2-2__868442__Diagnosis	U23
Intermediate Mono-2__AML-17-CR2	U23
Intermediate Mono-2__AML-17-R1	U23
Non-Classical Mono-2__AML-17-CR2	U23
Intermediate Mono-3__AML-17-R1	U23
MKP-late__AML-17-R1	U23
Non-Classical Mono-2__AML-17-R1	U23
MultiLin-GMP-1__452198__Relapse	U23
MEP-1__868442__Diagnosis	U23
LMPP-2__10DD-1009__Diagnosis	U23
Mono-1__Pt-69_Rl	U27
cDC2-1__Pt-69_Rl	U27
Mono-2__Pt-69_Rl	U27
Mono-2__AML-12	U27
pre-DC-3__AML033	U27
Mono-2__AML009	U27
Intermediate Mono-3__AML009	U27
Intermediate Mono-3__hashtag2-SRR16208958	U27
Mono-1__10DD-1086__Treatment	U4
Mono-2__10DD-1086__Treatment	U4
MultiLin-GMP-1__10DD-1086__Treatment	U4
Mono-2__AML0024	U4
pre-DC-3__P26__Diagnosis	U4
cMOP__AML0024	U4
Intermediate Mono-3__10DD-1086__Treatment	U4
Classical-Mono__10DD-1086__Treatment	U4
ASDC__AML026	U4
Mono-2__10DD-1086__Diagnosis	U4
preNeu__10DD-1086__Diagnosis	U4
pre-B__AML005	U4
Non-Classical Mono-2__AML0024	U4
Classical-Mono__10DD-1086__Diagnosis	U4
MultiLin-GMP-1__AML0024	U4
Non-Classical Mono-2__AML026	U4
Intermediate Mono-1__10DD-1086__Diagnosis	U4
LMPP-2__PAWWEE	U4
Non-Classical Mono-2__AML051	U4
LMPP-1-cycling__1076_AfInv16_51M	U4
LMPP-2__1076_AfInv16_51M	U4
MDP-1__1076_AfInv16_51M	U4
