SampleID	0	ASDC	B Memory-1	B Memory-2	BMCP-1	BMCP-2	CD4 TCM	CD8 TEM	CLP	Classical-Mono	ERP-1	ERP-2	ERP-3	ERP-4	ERP-5	ERP-6	ERP-7	ERP-8	Erythroblast-1	Erythroblast-2	Erythroblast-3	HSC-1	HSC-2	Intermediate Mono-1	Intermediate Mono-2	Intermediate Mono-3	LMPP-1	LMPP-1-cycling	LMPP-2	MAIT	MDP-1	MDP-2	MDP-3	MDP-4	MDP-5	MDP-6	MEP-1	MEP-2	MEP-Eryth-1	MEP-Eryth-2	MK-Platelet	MKP-early	MKP-late	MPP-1	MPP-2	MPP-MEP	MSC Fibroblast-1	MSC Fibroblast-2	Mac	Mono-1	Mono-2	MultiLin-GMP-1	MultiLin-GMP-2	MultiLin-GMP-3	Multilin-1	Multilin-2	Myeloid intermediate 1	Myeloid intermediate 2	Myeloid intermediate 3	NK-Mature	Non-Classical Mono-1	Non-Classical Mono-2	Osteoblast	Plasma Cell	Pro-B-1	Pro-B-2	Pro-B-3	Pro-B-Early	Pro-B-Early-cycling	Pro-B-cycling-1	Pro-B-cycling-2	Stromal Vascular	T CD4 Activated	T CD4 Naive-1	T CD4 Naive-2	T CD8 Naive	Transitional-B-1	Transitional-B-2	cDC1	cDC2-1	cDC2-2	cMOP	immNeu-1	immNeu-2	pDC	pre-B	pre-DC-1	pre-DC-2	pre-DC-3	preNeu
NYU-2:AML0024	0	5	66	13	0	0	139	99	0	866	3	1	1	2	3	7	1	6	7	5	57	0	0	3936	592	1049	4	1	0	28	0	1	1	1	2	0	2	5	2	2	0	1	0	2	0	7	1	0	0	93	122	5	4	0	1	0	1	5	63	200	0	598	0	4	0	0	0	0	0	0	0	0	13	7	0	0	0	0	3	6	82	19	1	0	2	0	3	0	6	6
NYU-2:AML0048	0	11	865	186	13	0	159	782	0	1415	10	7	9	8	7	7	10	16	66	31	451	0	0	6869	1439	1074	531	1734	1275	207	96	408	4	0	0	10	47	631	26	96	1	11	1	52	35	1945	2	0	0	13	161	589	97	30	129	271	7	19	12	936	4	289	5	26	0	0	0	1	1	0	1	0	90	24	0	2	1	0	37	53	112	5	3	0	10	1	13	12	7	12
NYU-2:AML1371	0	6	459	118	1	0	2233	2882	0	39	0	0	0	0	0	1	1	1	3	2	31	0	1	452	170	34	0	3	5	367	9	8	0	0	1	0	2	2	0	1	5	0	0	0	0	11	0	0	1	5	22	51	0	0	0	0	0	4	0	4071	3	114	4	56	0	0	0	0	0	0	0	0	69	309	0	11	0	0	19	16	102	3	0	0	3	0	4	10	4	1
NYU-2:AML1896	0	1	520	5	3	0	1117	842	0	125	2	1	0	1	2	1	1	6	19	6	49	0	1	761	155	273	2	94	2130	739	128	6	1	1	0	0	4	37	2	7	0	0	0	119	0	1169	2	0	0	9	61	1125	14	0	27	6	9	12	14	763	1	370	0	97	0	0	0	0	0	0	0	0	306	237	0	28	0	0	14	20	54	9	5	2	0	1	8	1	4	14
NYU-2:AML2123	0	3	941	110	6	1	478	2654	0	264	44	33	1	21	15	39	51	168	193	21	583	36	40	1078	168	124	6	49	92	705	14	2	0	1	3	5	13	92	12	21	3	2	0	48	0	705	6	0	0	7	25	5355	9	1	18	1	31	6	16	1945	16	77	8	123	0	0	1	0	2	1	4	0	506	149	1	18	3	0	3	31	93	8	2	0	5	13	2	1	6	101
NYU-2:AML4340	0	9	1121	659	0	0	1967	1681	0	230	2	0	0	0	0	2	0	2	0	0	17	0	6	2453	440	108	30	65	41	617	4	3	0	0	0	2	0	9	1	0	0	0	0	64	12	122	0	0	0	16	78	65	37	2	0	5	17	24	39	2713	3	191	1	22	0	0	0	0	0	0	0	0	300	140	0	22	0	0	8	62	85	8	0	0	6	0	1	9	10	13
NYU-2:AML4897	0	1	1512	88	0	0	538	1718	0	32	3	0	0	0	0	0	1	4	2	1	76	0	0	314	11	24	1	5	1	243	2	0	1	0	0	3	11	22	2	1	4	1	0	4	0	103	0	0	2	0	19	86	1	0	8	0	1	0	6	852	0	166	0	31	2	0	1	0	0	4	1	2	396	164	0	7	0	0	2	3	34	3	3	0	1	1	1	3	2	3
WashU:10DD-1002__Diagnosis	0	0	0	0	13	1	108	524	1	110	2	3	0	1	3	2	11	40	40	5	296	0	2	74	85	41	136	654	137	39	12	788	2	0	0	3	26	32	7	6	0	2	1	14	92	418	0	0	0	13	49	58	347	83	237	291	26	496	50	501	3	23	0	11	0	0	0	0	0	0	0	0	0	48	76	24	0	0	93	18	29	14	19	0	10	0	1	60	3	59
WashU:10DD-1002__Treatment	0	0	0	1	58	0	50	379	0	150	1	0	1	1	4	0	1	3	0	0	14	0	0	196	124	31	30	214	38	47	7	182	0	0	0	0	106	39	6	11	0	0	0	10	18	324	0	0	1	26	41	39	199	57	108	48	36	351	62	448	2	62	0	2	0	0	0	0	0	0	0	0	0	19	65	18	0	0	33	28	38	15	33	4	3	0	0	26	1	191
WashU:10DD-1003__Diagnosis	0	1	1	5	0	0	230	113	0	129	0	0	0	0	0	0	0	0	0	0	2	0	0	35	714	107	980	113	24	72	3	4	1	0	0	0	5	169	0	5	0	0	0	37	415	510	0	0	0	0	41	3	87	37	14	17	1	1	0	593	0	87	0	6	0	0	0	0	0	0	0	0	0	123	168	26	0	0	3	285	32	1	0	0	2	0	2	4	7	21
WashU:10DD-1003__Relapse	0	0	5	73	171	0	367	789	0	180	17	36	45	8	112	0	114	36	3	0	712	0	0	0	119	60	224	31	2	77	1	12	2	0	0	1	239	242	30	100	0	7	0	8	76	195	0	0	4	22	122	5	122	78	27	10	12	9	15	235	0	39	33	455	0	0	0	0	0	0	0	0	0	149	556	71	0	0	16	67	16	7	71	0	2	0	5	5	10	206
WashU:10DD-1009__Diagnosis	0	1	24	68	25	0	134	142	9	10	0	0	0	0	0	0	1	9	27	8	27	5	5	1	104	27	114	138	22	46	0	46	0	0	0	1	30	28	1	24	0	0	0	2	3	562	0	0	0	72	23	135	3800	747	133	81	205	173	184	98	0	125	0	40	3	15	27	69	15	17	5	0	2	42	31	15	0	1	13	38	4	6	5	0	0	6	0	4	4	2495
WashU:10DD-1009__Relapse	0	0	7	14	15	0	64	134	13	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	2	0	32	147	11	18	1	39	0	0	0	0	38	16	6	71	0	0	0	0	1	499	0	0	0	18	0	294	1862	495	186	50	57	142	61	164	0	4	0	3	3	11	29	34	14	3	3	0	0	11	1	0	0	0	6	1	0	2	1	0	0	4	0	2	1	641
WashU:10DD-1010__Diagnosis	0	0	2	7	0	0	58	64	0	92	0	0	0	0	0	0	8	8	1	2	36	0	0	53	22	49	318	25	117	18	19	24	0	0	0	1	4	13	1	0	0	2	0	0	13	63	0	1	0	78	104	75	1057	193	118	307	90	83	119	18	31	5	12	72	0	0	0	0	0	0	0	0	2	23	43	14	0	0	23	18	1	49	2	8	0	0	3	18	2	36
WashU:10DD-1010__Relapse	0	1	6	75	7	0	662	928	2	164	7	5	10	6	28	19	91	255	209	43	110	4	27	27	98	12	465	40	8	121	2	2	1	0	0	0	29	25	13	10	0	52	21	24	32	64	0	0	16	20	53	17	372	50	51	156	39	21	81	320	2	92	16	206	1	2	3	1	1	1	0	0	10	115	235	77	0	0	2	3	21	9	4	1	47	1	4	2	5	43
WashU:10DD-1014__Diagnosis	0	0	0	14	2	0	69	62	0	456	4	6	5	4	22	7	15	16	5	2	49	0	4	275	222	221	28	16	2	14	1	1	0	0	0	1	10	18	15	14	4	4	0	7	6	12	0	0	0	0	30	1	5	5	9	6	0	1	0	462	0	39	0	4	0	0	0	0	0	0	0	0	0	44	25	10	0	0	4	9	0	0	0	0	1	0	1	3	0	3
WashU:10DD-1014__Treatment	0	0	0	19	6	0	64	87	0	110	1	5	2	0	4	0	3	6	4	1	3	3	2	56	46	52	22	10	1	16	5	4	1	0	0	1	14	6	5	5	0	10	0	0	2	10	0	0	0	1	40	9	16	2	7	3	1	3	0	314	0	4	0	20	0	0	0	0	0	0	0	0	0	66	25	12	0	0	9	16	2	4	10	1	2	0	1	4	1	27
WashU:10DD-1051__Diagnosis	0	0	22	11	13	0	100	70	0	475	0	0	0	0	0	0	0	8	12	19	12	0	1	479	593	80	20	0	0	40	1	8	0	0	0	0	6	161	3	0	0	26	14	0	0	66	0	0	2	33	185	13	99	15	32	7	44	9	11	65	0	102	0	7	0	0	0	0	0	0	0	0	1	30	38	21	0	0	14	17	5	34	14	2	0	0	3	11	5	157
WashU:10DD-1051__Treatment	0	0	29	82	18	0	100	126	0	339	0	0	1	0	0	1	0	7	8	20	5	0	0	736	522	24	8	1	1	17	2	12	0	0	0	0	10	134	3	0	2	28	16	0	0	45	0	0	0	7	13	1	51	11	16	4	24	5	6	199	3	84	1	4	0	0	0	0	0	0	0	0	0	74	239	115	0	0	1	6	7	8	21	0	0	0	3	12	2	111
WashU:10DD-1058__Diagnosis	0	0	6	49	101	0	110	131	0	125	50	34	11	10	12	11	18	27	13	4	38	0	0	123	434	11	142	5	2	36	5	21	0	0	0	0	8	546	9	72	3	37	9	0	0	312	0	0	0	13	39	3	501	9	17	16	69	18	35	304	0	17	0	15	0	0	0	0	0	0	0	0	0	38	122	16	0	0	0	2	8	12	1	3	0	0	0	4	0	10
WashU:10DD-1058__Treatment	0	0	6	33	82	0	57	164	0	60	17	37	26	35	36	30	21	84	7	2	5	0	0	27	31	3	16	3	0	31	1	7	0	0	0	0	41	108	23	29	3	15	8	0	1	76	0	0	0	6	11	4	130	23	19	4	66	10	15	77	5	4	0	11	0	0	0	0	0	0	0	0	1	13	33	5	0	0	1	0	2	11	14	4	0	0	0	0	0	37
WashU:10DD-1061__Diagnosis	0	1	5	21	13	0	34	98	96	1076	14	19	17	15	6	6	4	15	1	0	7	0	0	675	574	16	103	13	13	10	21	40	36	54	31	103	10	23	8	11	0	0	0	3	32	23	0	0	0	57	308	6	56	25	56	52	8	16	25	166	0	43	0	6	1	0	1	8	4	3	0	0	0	8	16	0	0	0	8	42	21	69	22	1	350	0	34	10	5	46
WashU:10DD-1061__Relapse	0	3	3	20	6	0	47	159	10	1355	23	50	13	29	10	20	18	43	19	3	43	1	5	2288	2596	73	42	25	9	24	6	21	13	13	18	42	3	18	1	20	0	3	0	17	39	8	0	0	0	44	312	3	28	13	13	13	4	23	14	273	0	274	0	5	0	0	0	1	0	1	1	0	0	13	38	5	0	0	17	101	78	46	1	0	56	0	32	20	9	9
WashU:10DD-1062__Diagnosis	0	0	25	84	6	0	77	576	28	131	0	2	0	1	6	3	7	6	4	1	46	0	1	86	8	15	66	14	47	30	48	176	131	2	0	5	13	2	6	7	2	5	0	1	3	4	0	0	0	5	30	7	31	14	48	38	4	14	5	256	2	5	0	14	12	1	51	28	11	7	7	0	0	48	29	28	0	0	18	3	1	0	1	0	79	0	0	9	0	16
WashU:10DD-1062__Treatment	0	0	46	93	4	0	129	735	20	66	0	2	1	1	4	0	0	3	1	0	1	0	0	68	3	2	40	15	9	29	26	21	18	0	0	0	4	7	3	5	3	2	0	5	12	24	0	0	1	4	9	7	35	9	7	5	4	10	2	244	1	0	0	13	3	0	26	16	1	0	5	0	2	32	23	18	0	0	4	3	0	2	10	0	8	1	0	1	0	38
WashU:10DD-1065__Diagnosis	0	0	5	61	33	1	81	68	0	20	79	48	39	21	17	14	33	59	45	13	120	0	3	7	10	2	189	49	3	27	0	1	2	0	0	0	36	208	45	41	0	39	5	26	121	89	0	0	0	3	2	7	69	22	31	0	1	2	1	220	0	18	0	1	0	0	0	0	0	0	0	0	1	29	79	9	0	0	0	0	2	3	19	0	4	3	1	0	1	74
WashU:10DD-1065__Treatment	0	0	9	46	118	0	94	64	0	4	17	16	42	25	30	19	33	77	79	19	87	2	6	0	0	1	198	169	6	39	0	0	0	0	0	0	114	218	47	17	0	49	16	30	177	166	0	0	0	0	2	23	117	95	97	1	4	0	0	125	0	4	2	9	0	0	0	0	0	0	0	0	1	14	51	13	0	0	0	1	1	1	28	0	1	0	0	0	0	109
WashU:10DD-1070__Diagnosis	0	18	3	26	25	0	70	101	0	309	1	0	0	0	0	0	0	4	0	0	11	0	0	46	1381	88	284	93	72	97	5	61	27	0	0	1	0	10	1	4	2	1	0	13	297	75	0	0	0	22	131	2	46	7	34	283	3	25	12	208	0	40	1	1	0	0	0	0	0	0	0	0	0	81	226	52	0	0	50	1278	300	10	1	0	111	0	45	26	256	8
WashU:10DD-1070__Treatment	0	30	1	67	22	0	89	263	0	586	2	0	4	0	1	0	10	4	3	1	9	0	1	25	1076	144	905	71	75	112	8	188	138	0	1	2	12	22	1	6	0	3	0	5	297	107	0	0	1	191	359	6	293	158	280	638	31	204	146	250	0	54	0	10	0	0	0	0	0	0	0	0	0	58	357	57	0	0	116	859	187	62	9	0	690	0	67	118	134	33
WashU:10DD-1079__Diagnosis	0	0	2	7	1	0	5	12	0	1261	0	0	1	0	2	0	2	9	1	0	2	0	1	549	229	72	0	0	2	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1814	1004	30	0	0	0	1	23	19	454	14	2	8	0	6	0	0	0	0	0	0	0	0	0	1	4	1	0	0	5	2	0	695	0	0	0	0	0	42	0	0
WashU:10DD-1079__Relapse	0	0	8	107	1	0	19	56	0	1784	0	0	0	0	1	0	2	0	0	0	0	0	1	195	1452	83	1	0	0	19	0	0	0	0	0	0	3	1	0	0	0	1	0	0	1	0	0	0	0	442	191	3	1	0	0	0	21	12	179	143	0	992	0	6	0	0	0	0	0	0	0	0	0	10	43	7	1	0	5	0	0	547	0	0	0	0	2	21	0	0
WashU:10DD-1079__Treatment	0	0	2	2	1	0	1	10	0	1767	0	0	4	1	3	0	4	15	3	0	8	1	0	304	211	43	0	0	0	3	1	0	0	0	0	0	2	0	0	1	2	2	3	1	1	0	0	0	0	1152	815	2	0	0	0	0	35	6	395	17	1	13	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	749	1	0	0	0	0	19	0	0
WashU:10DD-1082__Treatment	0	0	6	29	83	0	28	82	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	9	8	6	4	0	0	0	0	18	46	6	25	0	0	0	0	0	569	0	0	0	3	1	196	10	5	5	1	116	8	23	260	0	4	0	5	0	0	0	0	0	0	0	0	0	72	175	26	0	0	2	3	0	2	157	13	0	0	0	1	0	576
WashU:10DD-1085__Diagnosis	0	0	31	113	82	0	254	301	96	21	1	3	3	1	1	1	4	12	1	1	60	1	2	5	27	11	124	97	136	88	12	15	1	0	0	1	10	243	4	2	0	5	1	5	33	101	0	0	0	12	21	6	48	29	97	134	52	24	29	327	3	38	1	18	0	0	0	18	5	1	0	0	0	201	952	350	0	0	13	4	1	16	6	0	1	1	1	1	0	23
WashU:10DD-1085__Relapse	0	1	3	4	2	0	155	425	1	55	1	1	0	1	3	0	5	15	0	0	254	0	0	23	30	4	64	269	12	62	10	22	0	0	0	0	11	6	3	2	0	0	0	1	5	43	0	0	0	2	10	7	22	13	25	79	5	4	3	1051	0	14	0	3	0	0	0	0	0	0	0	0	0	65	152	57	0	0	7	7	1	0	3	0	0	0	0	1	0	3
WashU:10DD-1086__Diagnosis	0	0	22	218	6	0	415	338	0	173	1	6	18	32	14	21	19	27	11	0	78	0	0	21	80	8	37	25	0	205	0	3	0	0	0	0	15	3	5	28	2	2	0	1	3	22	0	0	0	5	80	7	21	22	6	2	5	3	3	1450	1	67	0	6	0	1	0	0	0	0	1	0	0	193	389	213	0	0	0	4	0	7	10	0	1	1	2	0	0	14
WashU:10DD-1086__Treatment	0	0	63	161	82	1	303	414	0	116	9	16	24	32	22	50	32	45	25	4	10	0	5	50	44	27	60	62	2	187	1	0	0	0	0	0	80	28	16	49	0	1	2	1	7	69	0	0	0	37	136	23	86	78	52	0	90	7	30	1739	7	21	0	38	0	0	0	0	0	0	0	0	12	104	138	128	0	0	2	1	0	47	48	1	12	1	2	1	0	115
WashU:184874__Diagnosis	0	3	275	1257	0	0	175	427	0	405	0	12	1	2	9	22	59	87	23	4	62	0	0	525	800	135	0	0	0	113	1	0	2	0	0	1	5	2	19	0	6	5	0	0	1	0	0	0	0	0	34	0	1	1	0	0	0	0	0	1072	1	234	1	11	0	5	0	2	0	5	0	0	0	877	855	477	2	0	1	74	18	3	1	0	35	11	2	5	5	0
WashU:220882__Diagnosis	0	1	49	43	17	0	69	256	0	97	8	5	4	6	22	12	13	11	2	2	26	4	3	49	76	57	252	262	45	13	165	681	66	2	4	37	69	13	9	25	0	1	0	1	61	469	0	0	0	78	140	2812	1668	736	616	38	260	1172	656	105	0	86	7	29	0	0	0	0	0	0	0	1	1	55	9	19	0	0	179	40	117	93	48	9	186	0	20	539	21	1466
WashU:220882__Relapse	0	11	0	0	22	0	103	188	0	470	4	2	19	1	9	2	4	5	2	0	58	0	1	724	733	274	302	704	210	20	34	254	0	0	0	2	52	9	23	61	2	7	4	1	49	77	0	0	2	12	149	27	182	131	169	133	15	53	25	69	4	78	9	8	0	0	0	0	0	0	0	0	0	21	40	42	0	0	27	56	127	18	19	9	1	0	38	24	29	57
WashU:220882__Treatment	0	2	2	24	0	0	504	1569	0	603	5	2	7	3	1	5	18	29	4	0	78	0	1	1123	1414	75	6	3	2	122	0	1	1	0	0	1	3	2	4	0	7	3	0	1	4	4	0	0	0	16	51	1	3	0	4	3	0	12	6	1013	0	858	1	21	0	0	0	0	0	1	0	0	0	463	541	406	4	0	13	86	43	6	0	0	6	1	22	7	17	3
WashU:332131__Diagnosis	0	0	5	15	5	0	38	39	5	452	24	21	29	12	12	0	0	6	1	2	2	0	0	72	1198	234	60	4	7	11	7	216	1	0	0	0	18	256	0	223	0	0	0	0	0	307	0	0	0	252	233	5	2960	481	88	155	36	468	165	41	0	102	0	0	0	0	0	3	1	0	0	0	0	5	8	6	4	0	116	126	178	67	0	0	2	1	5	105	56	20
WashU:430998__Diagnosis	0	2	77	260	0	0	279	538	5	264	10	31	4	28	26	51	83	150	62	11	157	2	13	354	424	22	5	20	43	185	3	1	0	0	0	2	5	13	8	7	23	6	1	79	26	10	0	0	0	1	32	1	5	1	11	14	0	0	0	2523	0	183	2	7	0	0	0	1	0	1	0	0	0	104	20	89	0	0	2	20	25	3	0	0	19	0	2	0	5	7
WashU:452198__Diagnosis	0	0	842	244	4	0	60	46	0	3761	1	0	0	0	0	1	0	2	0	0	0	1	0	4369	5119	7698	54	49	22	20	11	22	0	0	0	0	4	24	0	0	1	12	1	1	2	413	0	0	0	1150	2580	209	50	4	14	12	0	252	164	170	0	669	1	13	0	0	0	0	0	0	0	0	0	213	15	43	0	0	434	126	26	115	0	1	0	1	27	274	9	25
WashU:452198__Relapse	0	0	385	88	7	0	28	45	7	0	3	0	0	0	1	0	0	2	0	0	5	0	0	0	0	0	92	63	52	19	95	10	0	0	0	1	81	972	0	55	12	16	14	0	0	15311	0	0	0	0	0	1028	266	17	70	100	1	0	0	712	0	2	0	11	0	0	0	0	0	0	0	0	0	85	2	9	0	0	0	0	0	0	1	0	0	0	0	0	0	167
WashU:508084__Diagnosis	0	2	21	28	14	0	32	22	0	410	2	0	0	0	0	0	0	0	0	0	0	1	2	660	785	1136	176	105	734	6	34	3945	14	0	0	0	6	9	0	2	0	4	1	1	9	288	0	0	0	465	197	1511	505	159	332	1054	71	1038	773	24	0	109	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	604	148	450	47	9	1	42	0	1	159	165	179
WashU:508084__Relapse	0	6	11	42	2	0	149	262	0	103	1	2	71	2	7	0	4	5	2	0	31	0	4	100	277	117	75	215	476	94	29	3892	44	1	3	11	294	19	46	41	0	27	1	7	7	281	0	0	0	120	91	297	652	147	371	1276	59	1454	434	689	0	207	6	26	0	0	0	0	0	0	0	1	0	182	150	215	10	0	336	156	66	18	13	1	74	0	0	98	187	181
WashU:624400__Normal donor	0	1	48	215	2	0	94	16	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	14	188	2	0	0	2	178	0	0	0	0	0	1	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	476	0	17	0	8	0	0	0	0	0	0	0	0	0	44	610	204	0	0	0	17	2	0	0	0	13	0	0	0	2	0
WashU:827494__Diagnosis	0	0	416	244	8	0	180	479	0	277	14	23	5	11	17	15	55	97	29	10	58	2	2	182	212	17	5	17	0	68	1	0	2	1	0	7	36	82	55	20	41	137	7	132	2	52	0	0	6	5	100	2	2	4	9	0	1	1	3	854	0	114	36	252	0	0	0	1	0	2	0	0	0	119	7	41	0	0	3	22	27	6	3	0	100	11	14	5	14	3
WashU:868442__Diagnosis	0	0	2	14	8	0	0	8	0	914	1	2	4	1	0	0	0	0	0	0	0	0	0	125	2963	308	565	74	14	1	0	30	0	0	0	0	15	184	0	2	1	13	0	0	0	155	0	0	0	27	135	33	666	197	47	103	18	38	23	22	0	73	0	4	0	0	0	0	0	0	0	0	0	2	1	1	0	0	12	31	16	8	70	1	0	0	9	25	14	262
WashU:869586__Diagnosis	0	0	366	638	3	0	125	68	12	17	6	2	2	0	1	1	10	15	7	2	17	0	2	4	3	25	5	18	237	75	807	182	0	0	0	9	62	7	47	4	0	0	0	1	2	272	0	0	1	2	11	275	3148	324	340	24	72	328	23	772	0	17	54	212	0	0	0	0	0	0	0	0	1	465	263	377	0	0	14	1	0	0	92	2	1	0	1	18	0	883
WashU:869586__Relapse	0	0	6	9	0	0	10	38	6	4	0	0	0	1	0	3	1	3	1	1	4	0	0	2	4	1	284	104	45	5	332	587	0	0	0	0	808	26	156	470	0	0	0	0	0	700	0	0	0	1	1	39	338	56	812	550	1	3	0	30	0	20	0	48	0	0	1	0	0	0	0	0	0	7	6	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1
WashU:869922__Diagnosis	0	0	5	42	5	0	63	102	1	9	76	15	7	4	7	1	0	1	4	3	9	0	0	5	44	13	39	2	3	15	242	814	0	0	0	0	16	409	4	102	0	6	3	0	0	264	0	0	0	15	8	3	4231	332	192	295	3	81	23	49	0	22	0	1	0	0	0	0	0	0	0	0	0	11	35	11	0	0	15	11	2	3	2	0	1	0	0	18	1	6
WashU:875663__Diagnosis	0	0	1	17	0	0	9	75	0	2121	0	0	0	0	1	0	0	0	0	1	1	0	0	438	3381	740	8	2	0	7	0	6	0	0	0	0	2	6	0	0	0	0	2	0	0	2	0	0	1	134	684	4	9	9	0	0	16	16	34	77	9	79	0	0	0	0	0	0	0	0	0	0	0	4	18	4	0	0	15	16	7	49	20	1	0	0	2	27	9	29
WashU:916462__Diagnosis	0	0	31	151	9	0	554	115	0	1	65	39	28	42	24	15	3	2	0	0	1	0	0	0	6	1	257	276	40	107	5	221	0	0	0	0	3	616	7	84	30	122	41	0	4	392	0	0	0	4	4	330	427	9	1	190	2	114	21	155	0	14	1	13	0	0	0	0	0	0	0	0	0	116	374	85	0	0	21	0	2	0	0	0	0	0	1	0	2	77
WashU:922185__Diagnosis	0	1	99	167	1	0	426	845	1	164	0	7	1	7	11	13	44	84	65	5	231	0	0	63	212	30	0	0	0	122	0	1	1	1	0	2	5	0	10	2	0	0	1	0	0	0	0	0	1	3	21	1	0	0	1	0	0	0	1	1854	0	91	1	36	0	0	0	1	0	3	0	0	0	257	47	266	2	0	2	48	12	3	0	0	35	5	2	0	6	0
WashU:978897__Normal donor	0	1	75	216	0	0	196	21	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	19	243	9	0	0	0	140	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	29	0	14	0	0	0	0	0	0	0	0	0	112	764	430	0	0	0	12	1	0	0	0	15	0	0	0	4	0
WashU:ND050119__Normal donor	0	1	44	36	85	1	30	51	53	118	167	214	66	83	33	49	29	33	166	72	112	7	60	65	71	228	378	64	28	29	6	37	39	24	7	36	101	132	42	56	0	92	1	126	187	182	0	0	0	6	20	9	316	120	122	132	96	89	73	134	0	32	0	9	20	14	4	35	25	17	9	0	0	48	39	27	31	0	23	16	5	6	114	0	18	5	16	15	6	235
WashU:ND050819__Normal donor	0	0	2	0	16	1	206	536	36	282	67	90	46	46	22	1	18	26	3	2	351	6	129	191	369	6	245	96	33	65	9	24	21	13	5	10	54	170	28	62	0	56	0	257	272	256	0	0	0	11	30	5	135	54	60	86	26	26	20	768	0	81	0	2	9	8	2	9	3	11	2	0	5	202	357	757	2	0	3	36	9	5	22	0	57	5	5	7	15	112
